,title,company,salary,location,summary
1521,Senior Analytics Consultant,Experian,,Nottingham NG2 1EP,"
Experience with data manipulation and modelling - experience building models in Python would be advantageous but an understanding of modelling concepts is…
"
1522,Machine Learning Engineer,GMV,,Nottingham•Remote,"
Working in an agile, cross-functional team composed of both engineers and data scientists, taking responsibility for delivering predictive data products.
"
1523,Machine Learning and Artificial Intelligence Engineer,Nigel Frank International Limited,"£55,000 - £65,000 a year",Nottingham•Remote,"
Creating and utilising algorithms and models to mine big data stores, improve models, and clean data for uniformity and accuracy.
"
1524,Senior Analyst - Digital Analytics,Dunelm,,Syston,"
Ensure data collection is accurate and validated.
Strong knowledge of tag management systems such as Google Tag Manager or Tealium iQ and data layers.
"
1525,newData Scientist,Lumilinks,"£30,000 - £45,000 a year",United Kingdom•Remote,"
This job would suit an entry level data engineer or analyst with 2-3 years strong SQL experience.
You must have a keen interest in analytics and data, be…
"
1526,Data Scientist - Personalisation,Boots,,Nottingham,"
Experience with data visualisation tools such as PowerBI.
Experience of analysing data sets through SQL or similar tools.
"
1527,newPeople Analytics Partner,Rolls-Royce,,Derby,"
Experience of delivering data and analytical solutions to a business.
Interface with the People Analytics extended team (Krakow technical and data science team,…
"
1528,Data Scientist / Statistician Intern (BS/MS/PhD Students),Lubrizol Corporation,,Hazelwood DE56 4AN,"
Coursework in statistical modeling and data mining methods.
Collaborate with data science team, as well as, scientists and engineers, to understand their needs,…
"
1529,Data Scientist / Statistician Intern (BS/MS/PhD Students),Lubrizol,,Hazelwood DE56 4AN,"
Coursework in statistical modeling and data mining methods.
Collaborate with data science team, as well as, scientists and engineers, to understand their needs,…
"
1530,Safety Manager – Data Scientist/Toxicologist,Boots,,Nottingham,"
Assess the effectiveness of data sources and data-gathering techniques and improve data collection methods to drive continuous improvement of the products and…
"
1531,Researcher in Data Science,University of Derby,"£25,627 - £39,739 a year",Derby,"
A typical project would involve initial discussions and setting out of a quick data audit and trajectory to identify the data insight demands, but also the data…
"
1532,Safety Manager – Data Scientist/Toxicologist,No.7 Boots,,Nottingham,"
Assess the effectiveness of data sources and data-gathering techniques and improve data collection methods to drive continuous improvement of the products and…
"
1533,Analytics Consultant,Experian,,Nottingham NG2 1EP,"
Considerable hands-on experience in data, advanced analytics, and AI (cloud platforms, data engineering, data management, visualization).
"
1534,Senior Analytics Consultant,Experian,,Nottingham NG2 1EP,"
Experience with data manipulation and modelling - experience building models in Python would be advantageous but an understanding of modelling concepts is…
"
1535,Machine Learning Engineer,GMV,,Nottingham•Remote,"
Working in an agile, cross-functional team composed of both engineers and data scientists, taking responsibility for delivering predictive data products.
"
1536,Machine Learning and Artificial Intelligence Engineer,Nigel Frank International Limited,"£55,000 - £65,000 a year",Nottingham•Remote,"
Creating and utilising algorithms and models to mine big data stores, improve models, and clean data for uniformity and accuracy.
"
1537,Senior Analyst - Digital Analytics,Dunelm,,Syston,"
Ensure data collection is accurate and validated.
Strong knowledge of tag management systems such as Google Tag Manager or Tealium iQ and data layers.
"
1538,newData Scientist,Lumilinks,"£30,000 - £40,000 a year",United Kingdom•Remote,"
This job would suit a junior level data analyst/scientist with 2+ years SQL and/or visualisation experience.
You must have a keen interest in data understanding…
"
1539,Data Scientist - Personalisation,Boots,,Nottingham,"
Experience with data visualisation tools such as PowerBI.
Experience of analysing data sets through SQL or similar tools.
"
1540,newPeople Analytics Partner,Rolls-Royce,,Derby,"
Experience of delivering data and analytical solutions to a business.
Interface with the People Analytics extended team (Krakow technical and data science team,…
"
1541,Data Scientist / Statistician Intern (BS/MS/PhD Students),Lubrizol Corporation,,Hazelwood DE56 4AN,"
Coursework in statistical modeling and data mining methods.
Collaborate with data science team, as well as, scientists and engineers, to understand their needs,…
"
1542,Data Scientist / Statistician Intern (BS/MS/PhD Students),Lubrizol,,Hazelwood DE56 4AN,"
Coursework in statistical modeling and data mining methods.
Collaborate with data science team, as well as, scientists and engineers, to understand their needs,…
"
1543,Safety Manager – Data Scientist/Toxicologist,Boots,,Nottingham,"
Assess the effectiveness of data sources and data-gathering techniques and improve data collection methods to drive continuous improvement of the products and…
"
1544,Researcher in Data Science,University of Derby,"£25,627 - £39,739 a year",Derby,"
A typical project would involve initial discussions and setting out of a quick data audit and trajectory to identify the data insight demands, but also the data…
"
1545,Safety Manager – Data Scientist/Toxicologist,No.7 Boots,,Nottingham,"
Assess the effectiveness of data sources and data-gathering techniques and improve data collection methods to drive continuous improvement of the products and…
"
1546,Analytics Consultant,Experian,,Nottingham NG2 1EP,"
Considerable hands-on experience in data, advanced analytics, and AI (cloud platforms, data engineering, data management, visualization).
"
1547,Senior Analytics Consultant,Experian,,Nottingham NG2 1EP,"
Experience with data manipulation and modelling - experience building models in Python would be advantageous but an understanding of modelling concepts is…
"
1548,Machine Learning Engineer,GMV,,Nottingham•Remote,"
Working in an agile, cross-functional team composed of both engineers and data scientists, taking responsibility for delivering predictive data products.
"
1549,Machine Learning and Artificial Intelligence Engineer,Nigel Frank International Limited,"£55,000 - £65,000 a year",Nottingham•Remote,"
Creating and utilising algorithms and models to mine big data stores, improve models, and clean data for uniformity and accuracy.
"
1550,Senior Analyst - Digital Analytics,Dunelm,,Syston,"
Ensure data collection is accurate and validated.
Strong knowledge of tag management systems such as Google Tag Manager or Tealium iQ and data layers.
"
1551,Data Scientist - Personalisation,Boots,,Nottingham,"
Experience with data visualisation tools such as PowerBI.
Experience of analysing data sets through SQL or similar tools.
"
1552,newData Scientist,Lumilinks,"£30,000 - £40,000 a year",United Kingdom•Remote,"
This job would suit a junior level data analyst/scientist with 2+ years SQL and/or visualisation experience.
You must have a keen interest in data understanding…
"
1553,newPeople Analytics Partner,Rolls-Royce,,Derby,"
Experience of delivering data and analytical solutions to a business.
Interface with the People Analytics extended team (Krakow technical and data science team,…
"
1554,Data Scientist / Statistician Intern (BS/MS/PhD Students),Lubrizol Corporation,,Hazelwood DE56 4AN,"
Coursework in statistical modeling and data mining methods.
Collaborate with data science team, as well as, scientists and engineers, to understand their needs,…
"
1555,Data Scientist / Statistician Intern (BS/MS/PhD Students),Lubrizol,,Hazelwood DE56 4AN,"
Coursework in statistical modeling and data mining methods.
Collaborate with data science team, as well as, scientists and engineers, to understand their needs,…
"
1556,Safety Manager – Data Scientist/Toxicologist,Boots,,Nottingham,"
Assess the effectiveness of data sources and data-gathering techniques and improve data collection methods to drive continuous improvement of the products and…
"
1557,Researcher in Data Science,University of Derby,"£25,627 - £39,739 a year",Derby,"
A typical project would involve initial discussions and setting out of a quick data audit and trajectory to identify the data insight demands, but also the data…
"
1558,Safety Manager – Data Scientist/Toxicologist,No.7 Boots,,Nottingham,"
Assess the effectiveness of data sources and data-gathering techniques and improve data collection methods to drive continuous improvement of the products and…
"
1559,Analytics Consultant,Experian,,Nottingham NG2 1EP,"
Considerable hands-on experience in data, advanced analytics, and AI (cloud platforms, data engineering, data management, visualization).
"
